Année d’obtention;Diplôme;Situation;Remarque;Discipline principale agrégée de l’école doctorale;Part de femmes diplômées;Age moyen à la soutenance;Part_docteurs étrangers;Nombre de répondant;Taux de réponse;Part de docteurs déclarant avoir été financés pour réaliser leur thèse;Taux d'insertion;Taux d’emploi stable;Taux d’emploi cadre;Taux d’emploi à temps plein;Répartition des docteurs en emploi dans le secteur académique;Répartition des docteurs en emploi dans le public hors secteur académique;Répartition des docteurs en emploi dans la R&D privée;Répartition des docteurs en emploi dans le privé hors secteur académique et R&D;Taux d’emploi à l’étranger;Taux d’emploi des docteurs dans la même région;1er quartile du salaire net mensuel des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;3ème quartile du salaire net mensuel des emplois à temps plein;Salaire brut annuel moyen estimé;Lib_Etablissement;NUMERO_UAI;Lib_Etablissement_Courant;NUMERO_UAI_Courant
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;50;30;25;16;100;79;75;17;92;92;58;33;8;0;42;nd;1591;2042;2452;23241;CORSE;7200664J;CORSE;7200664J
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;63;nd;nd;18;47;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;ANTILLES;9710585J;ANTILLES;9710585J
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;52;35;48;26;62;43;93;76;87;86;50;25;0;26;33;7;1910;2571;4958;36300;;;UNIVERSITE COTE AZUR;0062205P
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;56;31;35;8;50;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;;UNIVERSITE PARIS SCIENCES ET LETTRES;0756036D
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;68;31;29;13;52;46;82;88;85;89;49;11;19;21;11;77;2057;3125;4463;50000;;;UNIVERSITE GUSTAVE EIFFEL;0772894C
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;46;35;55;7;63;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;;UNIVERSITE PARIS SACLAY;0912408Y
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;56;35;33;7;39;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;;UNIVERSITE PARIS SACLAY;0912408Y
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;52;35;48;26;62;43;82;71;82;86;55;33;0;11;27;nd;1556;4937;4958;29680;;;UNIVERSITE COTE AZUR;0062205P
2014;DOCTORAT;12 mois après le diplôme;;Sciences et leurs interactions;28;29;49;320;62;90;88;53;95;98;46;6;23;25;35;nd;2281;2569;2904;35000;;;UNIVERSITE GRENOBLE ALPES;0383546Y
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;58;35;47;54;65;55;75;60;74;85;32;36;0;32;35;nd;2057;2196;3111;24000;;;UNIVERSITE GRENOBLE ALPES;0383546Y
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;30;29;62;52;38;91;91;55;98;94;46;13;22;18;16;nd;2375;2880;3125;35000;;;UNIVERSITE GUSTAVE EIFFEL;0772894C
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;68;31;29;13;52;46;78;46;100;88;60;0;16;25;12;nd;2415;3125;3908;45000;;;UNIVERSITE GUSTAVE EIFFEL;0772894C
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;54;39;68;10;36;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;;;UNIVERSITE GUSTAVE EIFFEL;0772894C
2014;DOCTORAT;12 mois après le diplôme;;Sciences et leurs interactions;31;28;42;227;52;89;89;47;96;99;54;13;13;20;36;nd;2375;2688;3125;35000;;;UNIVERSITE PARIS SACLAY;0912408Y
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;56;35;33;7;39;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;;;UNIVERSITE PARIS SACLAY;0912408Y
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;52;36;39;17;51;53;88;74;84;100;27;43;0;29;27;nd;1763;3111;3111;31521;;;CY CERGY PARIS UNIVERSITE;0952259P
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;nd;nd;nd;3;37;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;LA ROCHELLE;0171463Y;LA ROCHELLE;0171463Y
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;20;29;38;31;62;88;84;64;100;100;37;8;26;29;16;18;2226;2375;2543;37389;DIJON;0211237F;DIJON;0211237F
2014;DOCTORAT;36 mois après le diplôme;;Sciences du vivant;45;30;32;48;77;77;90;51;89;95;65;12;8;15;28;30;1867;2139;2672;30492;DIJON;0211237F;DIJON;0211237F
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;75;40;31;9;56;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;BREST;0290346U;BREST;0290346U
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;20;29;44;51;47;83;94;84;92;96;37;11;30;23;12;41;2188;2469;2723;37244;INP TOULOUSE;0311381H;INP TOULOUSE;0311381H
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;54;31;46;15;58;85;93;79;94;85;52;9;19;20;22;62;2054;2188;2294;33000;INP TOULOUSE;0311381H;INP TOULOUSE;0311381H
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;47;30;29;57;65;84;89;46;86;100;52;18;14;17;30;53;1908;2098;2468;30529;BORDEAUX;0333298F;BORDEAUX;0333298F
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;58;33;35;52;61;41;85;75;81;90;42;35;2;21;25;36;1954;2242;2880;31654;MONTPELLIER 1 (fermé);0341087X;U MONTPELLIER;0342321N
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;nd;nd;nd;3;74;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;MONTPELLIER 2 (fermé);0341088Y;U MONTPELLIER;0342321N
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;nd;nd;nd;3;60;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ENS CHIM. RENNES;0350077U;ENS CHIM. RENNES;0350077U
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;30;30;45;21;64;94;80;70;100;100;30;4;49;17;6;44;2125;2375;2625;38000;TOURS;0370800U;TOURS;0370800U
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;48;37;35;17;55;64;100;76;94;94;80;4;0;16;42;23;1851;2125;3258;30000;NANTES;0440984F;NANTES;0440984F
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;58;32;45;34;85;75;90;66;89;76;55;9;15;21;35;48;2126;2636;3967;42169;LORRAINE;0542493S;LORRAINE;0542493S
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;67;34;50;17;63;52;93;79;100;71;50;32;0;18;53;42;1530;2489;3086;35136;LORRAINE;0542493S;LORRAINE;0542493S
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;23;29;54;24;69;91;96;60;100;94;52;10;26;12;31;21;2123;2267;2674;36168;BRETAGNE-SUD;0561718N;BRETAGNE-SUD;0561718N
2014;DOCTORAT;36 mois après le diplôme;;Sciences et leurs interactions;31;29;43;142;68;90;93;69;95;99;50;8;22;20;32;0;2057;2250;2520;33209;LILLE 1 (fermé);0593559Y;UNIVERSITE DE LILLE;0597065J
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;nd;nd;nd;1;100;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;LITTORAL;0595964M;LITTORAL;0595964M
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;43;33;39;16;76;42;95;59;100;90;55;45;0;0;44;29;1751;2160;2510;30492;CLERMONT AUVERGNE;0632035V;CLERMONT AUVERGNE;0632035V
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;48;34;35;14;61;64;81;65;78;84;42;21;8;29;40;27;2263;2569;3292;38064;UNIVERSITE DE STRASBOURG;0673021V;UNIVERSITE DE STRASBOURG;0673021V
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;12;31;57;20;57;94;92;68;100;91;43;21;24;12;50;26;1995;2160;2569;31920;MULHOUSE;0681166Y;MULHOUSE;0681166Y
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;65;39;16;31;54;39;81;81;87;87;49;40;0;11;42;28;2218;2479;2663;35000;LYON 2;0691775E;LYON 2;0691775E
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;62;28;24;10;48;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ENS LYON;0694123G;ENS LYON;0694123G
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;32;30;54;22;63;90;100;59;100;100;58;3;39;0;36;11;1646;2057;2688;30928;LE MANS;0720916E;LE MANS;0720916E
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;75;37;44;40;22;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;PARIS 3;0751719L;PARIS 3;0751719L
2014;DOCTORAT;36 mois après le diplôme;;Sciences du vivant;56;31;33;146;59;89;95;39;97;95;69;6;15;10;48;38;2167;2500;3192;37200;PARIS 6 (fermé);0751722P;SORBONNE UNIVERSITE;0755890V
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;nd;nd;nd;2;18;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;CNAM PARIS;0753471R;CNAM PARIS;0753471R
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;59;31;34;11;27;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;MUSEUM PARIS;0753494R;MUSEUM PARIS;0753494R
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;37;29;42;36;69;90;86;70;93;100;49;15;19;17;32;29;2095;2263;2625;34122;ROUEN;0761904G;ROUEN;0761904G
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;56;37;36;8;89;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ROUEN;0761904G;ROUEN;0761904G
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;43;32;57;5;71;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;LE HAVRE;0762762P;LE HAVRE;0762762P
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;41;29;53;46;59;87;85;60;94;94;45;17;15;23;26;23;2015;2250;2313;36000;POITIERS;0860856N;POITIERS;0860856N
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;27;31;54;9;35;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;UT BELFORT-MONTBELIARD;0900424X;UT BELFORT-MONTBELIARD;0900424X
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;42;30;71;10;42;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;EVRY;0911975C;EVRY;0911975C
2014;DOCTORAT;12 mois après le diplôme;;Sciences du vivant;45;30;32;48;77;77;88;42;81;92;63;20;6;10;30;nd;1843;2160;2777;27007;DIJON;0211237F;DIJON;0211237F
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;46;32;52;40;53;45;100;55;85;81;50;14;3;33;27;nd;2057;2417;3750;25000;TOULOUSE 1;0311382J;TOULOUSE 1;0311382J
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;35;30;29;20;36;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;I.S.A.E.;0312760G;I.S.A.E.;0312760G
2014;DOCTORAT;12 mois après le diplôme;;Sciences et leurs interactions;30;29;37;166;69;95;84;44;96;99;56;6;23;15;36;nd;2335;2569;2980;29040;BORDEAUX;0333298F;BORDEAUX;0333298F
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;58;33;35;52;61;41;73;68;92;88;57;21;0;22;26;nd;1954;2520;2993;39900;MONTPELLIER 1 (fermé);0341087X;U MONTPELLIER;0342321N
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;53;30;44;61;61;95;72;37;90;97;65;16;5;14;52;nd;2066;2363;2479;33000;MONTPELLIER 2 (fermé);0341088Y;U MONTPELLIER;0342321N
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;nd;nd;nd;3;60;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;ENS CHIM. RENNES;0350077U;ENS CHIM. RENNES;0350077U
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;68;35;40;35;70;44;77;58;77;77;31;41;6;22;20;nd;2108;2904;3169;22346;TOURS;0370800U;TOURS;0370800U
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;25;30;58;22;55;82;87;62;100;100;46;11;18;26;23;nd;2213;2695;3400;30000;SAINT-ETIENNE;0421095M;SAINT-ETIENNE;0421095M
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;62;37;31;10;77;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;SAINT-ETIENNE;0421095M;SAINT-ETIENNE;0421095M
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;29;28;53;13;76;100;81;41;100;100;49;21;0;31;53;nd;1756;2196;2500;25000;ANGERS;0490970N;ANGERS;0490970N
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;31;35;38;10;62;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;ANGERS;0490970N;ANGERS;0490970N
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;63;37;44;41;63;40;85;50;66;86;39;39;3;20;21;nd;1659;2064;2333;24578;LORRAINE;0542493S;LORRAINE;0542493S
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;62;29;23;9;69;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;LILLE 1 (fermé);0593559Y;UNIVERSITE DE LILLE;0597065J
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;nd;nd;nd;2;100;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;LILLE 1 (fermé);0593559Y;UNIVERSITE DE LILLE;0597065J
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;33;30;39;15;83;94;92;53;100;100;69;13;0;18;35;nd;1851;2261;2672;30324;LITTORAL;0595964M;LITTORAL;0595964M
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;nd;nd;nd;2;66;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;LITTORAL;0595964M;LITTORAL;0595964M
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;43;33;39;16;76;42;80;57;94;94;59;41;0;0;46;nd;1751;2281;2510;24539;CLERMONT AUVERGNE;0632035V;CLERMONT AUVERGNE;0632035V
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;39;33;63;20;61;45;94;32;67;71;30;51;7;12;34;nd;2125;2862;4148;27600;CLERMONT AUVERGNE;0632035V;CLERMONT AUVERGNE;0632035V
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;42;37;78;31;48;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;PERPIGNAN;0660437S;PERPIGNAN;0660437S
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;48;34;35;14;61;64;100;54;94;78;59;11;6;24;42;nd;2263;2569;3292;28314;UNIVERSITE DE STRASBOURG;0673021V;UNIVERSITE DE STRASBOURG;0673021V
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;nd;nd;nd;3;60;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;MULHOUSE;0681166Y;MULHOUSE;0681166Y
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;19;29;41;25;52;91;92;78;100;89;24;9;54;13;20;nd;1971;2430;3125;36000;EC. CENTRALE LYON;0690187D;EC. CENTRALE LYON;0690187D
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;33;35;43;6;66;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;LYON 1;0691774D;LYON 1;0691774D
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;50;31;67;4;66;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;LE MANS;0720916E;LE MANS;0720916E
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;44;34;39;28;29;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;PARIS 2;0751718K;PARIS 2;0751718K
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;75;37;44;40;22;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;PARIS 3;0751719L;PARIS 3;0751719L
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;33;28;25;14;58;82;87;46;92;100;49;12;12;26;15;nd;2294;2774;3185;30492;INSA ROUEN;0760165S;INSA ROUEN;0760165S
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;37;29;42;36;69;90;78;56;92;97;58;17;6;19;27;nd;1763;2222;2631;29040;ROUEN;0761904G;ROUEN;0761904G
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;49;30;24;17;49;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;ROUEN;0761904G;ROUEN;0761904G
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;56;37;36;8;89;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;ROUEN;0761904G;ROUEN;0761904G
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;27;32;68;13;59;81;80;69;100;100;63;16;15;6;48;nd;1841;2813;2919;42000;LE HAVRE;0762762P;LE HAVRE;0762762P
